title;release_year;parental_guidelines;duration;genre;date_added;average_rating;description
The Horn Blows at Midnight;1945;TV-G;78 min;['Comedy', 'Fantasy & Sci-Fi'];July 1, 2020;;A trumpet player in a radio orchestra falls asleep during a commercial and dreams he's the angel Athanael. The beautiful angel Elizabeth delivers Athanael to the head of heaven's orchestra, where he's told to return to earth and blow his trumpet at midnight, thus marking the end of the world. When he fails his assignment, he becomes a fallen angel, and though he's given a second chance, his fellow fallen angels conspire to keep him from completing his mission.
The Last Samurai;2003;R;154 min;['Action', 'Drama'];July 1, 2020;;Capt. Nathan Algren is an American military officer hired by the Emperor of Japan to train the country's first army in the art of modern warfare. As the government attempts to eradicate the ancient Samurai warrior class in preparation for more Westernized and trade-friendly policies, Algren finds himself unexpectedly affected by his encounters with the Samurai, which places him at the center of a struggle between two eras and two worlds.
The Letter;2020;TV-PG;14 min;['Drama', 'Kids & Family', 'Latino'];July 1, 2020;7.4/10;A 12-year-old girl finds an airmail letter that she suspects may be from her absent father in this short film. Xochitl Gomez, Justin Vasquez, Ottoniel Mejia, Stephanie Terronez and Ese Bale star. Written and directed by Jazmin Aguilar.
The Right Stuff;1983;PG;193 min;['Action', 'Drama'];July 1, 2020;7.7/10;NASA recruits seven test pilots, training them to become astronauts for the Mercury Space Program in an attempt to surpass the Russian space program.
The Talented Mr. Ripley;1999;R;139 min;['Movies'];July 1, 2020;7.3/10;"Matt Damon stars in this ""mesmerizing"" (CBS-TV) psychological thriller from Oscar(R)-winning director Anthony Minghella (""The English Patient""). Damon plays a penniless young man hired to retrieve a millionaire's playboy son from Italy, but becomes intoxicated by the lush life and will do anything to hold on to it."
The Three Stooges;2012;PG;92 min;['Movies'];July 1, 2020;;Can the Farrelly Brothers ('There's Something About Mary') bring their unique style of humor to this contemporary take on the classic comedy trio? Why soitenly! There's lots of nyuks when Moe, Larry and Curly try to save the orphanage in which they were raised from foreclosure. Along the way, the slap-happy knuckleheads get into loads of misadventures, including a murder plot.
The Women;2008;PG-13;114 min;['Comedy', 'Drama'];July 1, 2020;;Clothing designer Mary Haines appears to have it all: a beautiful home in Connecticut, a successful husband, a lovely daughter, and the support of a close circle of friends - led by magazine editor Sylvie Fowler. When Mary learns her husband is cheating, her pals rally around her. But his infidelity does not compare to the betrayal Mary feels when Sylvie spills the beans about the affair to a gossip columnist she wants to hire for her magazine.
Tightrope;1984;R;114 min;['Movies'];July 1, 2020;6.5/10;A detective is on the trail of a serial killer who preys upon prostitutes in New Orleans' red light district, an area which the detective himself, divorced and lonely, is inexorably drawn to.
Tom & Jerry: The Movie;1993;G;84 min;['Comedy', 'Kids & Family'];July 1, 2020;5.5/10;Tom and Jerry are left homeless after their families move away without them. Alone in the real world, the two friends get advice from a streetwise dog and his wisecracking friend, who's a flea, then team up with an eight-year-old orphan girl. Now chased by the orphan's evil aunt, alley cats, animal catchers and crazy kidnappers Tom and Jerry use all the lovable tomfoolery they know to rescue their new friend in this madcap adventure.
Troy;2004;R;163 min;['Action'];July 1, 2020;;A thousand years before the time of Christ, Trojan prince Paris abducts the legendary Greek beauty Helen, queen of Sparta, starting a war led by heroes Achilles and Hector that devastates the ancient world.
True Crime;1999;R;127 min;['Drama'];July 1, 2020;6.7/10;A down and out journalist finds his chance to turn his life around when he successfully manages to have a murder case reopened, just as the man convicted for the crime awaits execution on death row. The journalist fights against time to prove the man's innocence and save his life.
Twelve Monkeys;1995;R;129 min;['Action', 'Fantasy & Sci-Fi', 'Suspense'];July 1, 2020;8.0/10;In a future decimated by a plague, survivors send a surly convict back in time to find an antidote. Bruce Willis stars as the man from the future whose desperate mission lands him in an insane asylum four decades earlier. Can he convince psychiatrist Madeleine Stowe that his 'delusion' is about to become reality? Brad Pitt co-stars as a mental patient who may hold the key.
Unforgiven;1992;R;131 min;['Action', 'Drama'];July 1, 2020;;Two retired sharp-shooters and a would-be gunslinger team up to claim a $1,000 reward for killing two cowboys who brutally disfigured a prostitute.
Vegas Vacation;1997;PG;94 min;['Comedy', 'Kids & Family'];July 1, 2020;;The Griswolds are back! Poised to prove that even the best-laid plans can unravel into hilarious misadventures, the ill-fated family heads for hijinx, high times, high rollers - and a Vegas vacation.
Walk of Shame;2014;R;94 min;['Movies'];July 1, 2020;;Jilted and (she thinks) jobless, L.A. news reporter Meghan (Elizabeth Banks) throws caution to the wind and agrees to a night of partying that ends in a one-night stand with handsome James Marsden. Learning that she actually has a shot at a major network job, Meghan must navigate the city streets on foot – and in a tiny yellow mini-dress – to make it to her audition on time.
Walking With Dinosaurs;2013;PG;87 min;['Kids & Family'];July 1, 2020;5.0/10;Prepare to enter the incredible prehistoric world of the dinosaurs in this epic adventure! With a herd of mighty pachyrhinosaurus' on the move and facing a variety of threats – including the terrifying T-Rex – it's up to one unlikely member of the group named Patchi to overcome his devious brother and lead them to safety. A 'gorgeous visual feast' (Canada.com).
Welcome to Chechnya;2020;TV-MA;107 min;['Documentaries'];July 1, 2020;7.8/10;From acclaimed journalist and Oscar(R)-nominated director David France (How to Survive a Plague) comes this searing documentary about a group of brave activists risking their lives to confront the ongoing anti-LGBTQ campaign in the Russian republic of Chechnya – which has led to the torture and disappearance of untold numbers of people.
Wyatt Earp;1994;PG-13;191 min;['Action', 'Romance'];July 1, 2020;6.9/10;The epic biography of western lawman Wyatt Earp, who at an early age, is taught that nothing matters more than family and the law. He becomes a respected sheriff in Dodge City and Tombstone. Joined by his brothers and Doc Holliday, Earp wages war on the dreaded Clanton and McLaury gangs.
Yogi Bear;2010;PG;80 min;['Comedy', 'Kids & Family'];July 1, 2020;;Yogi and his sidekick, Boo Boo, are Jellystone Park's most-notorious troublemakers, hatching countless schemes to separate park visitors from their vittles. Standing in the way of picnic perfection is their long-suffering nemesis, Ranger Smith. But when Mayor Brown announces his plans to sell Jellystone Park to loggers, Yogi, Boo Boo and Ranger Smith must join forces to save their beloved campground from closing forever.
Yours, Mine & Ours;2005;PG;88 min;['Movies'];July 1, 2020;5.2/10;When Coast Guard Adm. Frank Beardsley decides to move his family of eight children back to his old hometown, he encounters handbag designer Helen North, an old flame from high school. Immediately, sparks fly between the two, and marriage is proposed. But Frank isn't the only one with kids to worry about - Helen has a total of 10. Right away, the children have no intention of playing nicely, and together they decide to sabotage their parents' relationship.
George Harrison: Living in the Material World;2011;TV-14;;['Documentaries', 'Music'];June 30, 2020;;He was part of the most famous rock-'n'-roll quartet in history. But George Harrison was much more than just a member of The Beatles. Oscar(R)-winning filmmaker Martin Scorsese presents a refreshing look at the life of the late music legend in this two-part film that won Emmy(R) Awards for Outstanding Directing for Nonfiction Programming and Outstanding Nonfiction Special.
I'll Be Gone in the Dark;2020;TV-MA;;['Crime', 'Documentaries'];June 29, 2020;7.3/10;Directed by Academy Award(R) nominee and Emmy(R)-winning director Liz Garbus (HBO's Who Killed Garrett Phillips), this riveting six-part documentary series, based on the book of the same name, explores writer Michelle McNamara's investigation into the dark world of a violent predator she dubbed the Golden State Killer who terrorized California in the 1970s and 1980s.
Doctor Sleep;2020;R;152 min;['Movies'];June 28, 2020;;"In this sequel to Stephen King's ""The Shining,"" the troubled, now-adult Dan Torrance (Ewan McGregor) meets a teen who shares his extrasensory gift of the ""shine"" and tries to protect her from a cult whose members feed off the shine of innocents to become immortal."
Hormigas (The Awakening of the Ants);2020;TV-MA;94 min;['Drama', 'International', 'Latino'];June 27, 2020;6.4/10;A 28-year-old seamstress trying to balance her life as a wife, mother and daughter-in-law starts to rebel when her husband pressures her to have another child. Daniela Valenciano, Leynar Gomez and Isabella Moscoso star in this affecting character study. Written and directed by Antonella Sudasassi Furniss.
Killerman;2020;R;112 min;['Action', 'Crime', 'Suspense'];June 27, 2020;;An amnesiac money launderer in New York's diamond district finds himself on the run from crooked cops who are after millions of dollars in stolen cash and drugs. This pulpy throwback to the gritty crime thrillers of the 1970s stars Liam Hemsworth, Emory Cohen, Diane Guerrero, Zlatko Buric, Suraj Sharma and Nickola Shreli. Written and directed by Malik Bader.
